domain,problem,config,solved,cost,wall,search_time,picked,tr_off,tr_on,probe_time
freecell,probfreecell-12-1.pddl,selector,0,,1800.309,,off,1135978,1294590,27.955
freecell,probfreecell-12-2.pddl,off,0,,1799.695,,,,,
freecell,probfreecell-12-2.pddl,on,0,,1799.687,,,,,
freecell,probfreecell-12-2.pddl,selector,0,,1800.148,,off,1032499,1472114,28.761
freecell,probfreecell-12-3.pddl,off,0,,1799.344,,,,,
freecell,probfreecell-12-3.pddl,on,0,,1799.745,,,,,
freecell,probfreecell-12-3.pddl,selector,0,,1800.002,,off,1177057,1372158,44.549
freecell,probfreecell-12-4.pddl,off,0,,1799.730,,,,,
freecell,probfreecell-12-4.pddl,on,0,,1799.850,,,,,
freecell,probfreecell-12-4.pddl,selector,0,,1800.255,,off,1155808,1371015,42.803
freecell,probfreecell-12-5.pddl,off,0,,1799.712,,,,,
freecell,probfreecell-12-5.pddl,on,0,,1799.966,,,,,
freecell,probfreecell-12-5.pddl,selector,0,,1799.881,,off,1571944,1400937,47.332
freecell,probfreecell-13-1.pddl,off,0,,1799.457,,,,,
freecell,probfreecell-13-1.pddl,on,0,,1800.386,,,,,
freecell,probfreecell-13-1.pddl,selector,0,,1799.856,,off,1220376,1637200,46.428
freecell,probfreecell-13-2.pddl,off,0,,1800.084,,,,,
freecell,probfreecell-13-2.pddl,on,0,,1800.353,,,,,
freecell,probfreecell-13-2.pddl,selector,0,,1800.150,,off,1440919,1713410,55.631
freecell,probfreecell-13-3.pddl,off,0,,1800.343,,,,,
freecell,probfreecell-13-3.pddl,on,0,,1800.287,,,,,
freecell,probfreecell-13-3.pddl,selector,0,,1800.188,,off,1515299,1461774,44.678
freecell,probfreecell-13-4.pddl,off,0,,1799.593,,,,,
freecell,probfreecell-13-4.pddl,on,0,,1800.311,,,,,
freecell,probfreecell-13-4.pddl,selector,0,,1799.544,,off,1278947,1826759,59.143
freecell,probfreecell-13-5.pddl,off,0,,1800.301,,,,,
freecell,probfreecell-13-5.pddl,on,0,,1799.747,,,,,
freecell,probfreecell-13-5.pddl,selector,0,,1800.302,,off,1633058,1442657,52.909
freecell,probfreecell-2-1.pddl,off,1,9,1.373,0.34126,,,,
freecell,probfreecell-2-1.pddl,on,1,9,1.624,0.338722,,,,
freecell,probfreecell-2-1.pddl,selector,1,9,1.876,0.362993,presolve,,,
freecell,probfreecell-2-2.pddl,off,1,8,1.623,0.344936,,,,
freecell,probfreecell-2-2.pddl,on,1,8,1.675,0.359738,,,,
freecell,probfreecell-2-2.pddl,selector,1,8,1.926,0.351606,presolve,,,
freecell,probfreecell-2-3.pddl,off,1,8,1.775,0.286522,,,,
freecell,probfreecell-2-3.pddl,on,1,8,1.473,0.195,,,,
freecell,probfreecell-2-3.pddl,selector,1,8,1.876,0.286,presolve,,,
freecell,probfreecell-2-4.pddl,off,1,8,1.724,0.44072,,,,
freecell,probfreecell-2-4.pddl,on,1,8,1.473,0.333999,,,,
freecell,probfreecell-2-4.pddl,selector,1,8,1.624,0.239597,presolve,,,
freecell,probfreecell-2-5.pddl,off,1,9,1.170,0.213667,,,,
freecell,probfreecell-2-5.pddl,on,1,9,1.121,0.172803,,,,
freecell,probfreecell-2-5.pddl,selector,1,9,1.524,0.335265,presolve,,,
freecell,probfreecell-3-1.pddl,off,1,14,3.234,1.35397,,,,
freecell,probfreecell-3-1.pddl,on,1,14,3.436,1.49994,,,,
freecell,probfreecell-3-1.pddl,selector,1,14,2.529,0.946955,presolve,,,
freecell,probfreecell-3-2.pddl,off,1,13,3.032,1.10294,,,,
freecell,probfreecell-3-2.pddl,on,1,13,2.982,1.09099,,,,
freecell,probfreecell-3-2.pddl,selector,1,13,3.385,1.20498,presolve,,,
freecell,probfreecell-3-3.pddl,off,1,12,2.680,1.13698,,,,
freecell,probfreecell-3-3.pddl,on,1,12,3.183,1.13097,,,,
freecell,probfreecell-3-3.pddl,selector,1,12,2.228,0.751053,presolve,,,
freecell,probfreecell-3-4.pddl,off,1,12,3.184,1.33714,,,,
freecell,probfreecell-3-4.pddl,on,1,12,2.327,0.887978,,,,
freecell,probfreecell-3-4.pddl,selector,1,12,3.433,1.30799,presolve,,,
freecell,probfreecell-3-5.pddl,off,1,13,2.680,0.923978,,,,
freecell,probfreecell-3-5.pddl,on,1,13,2.278,0.840919,,,,
freecell,probfreecell-3-5.pddl,selector,1,13,3.534,1.40185,presolve,,,
freecell,probfreecell-4-1.pddl,off,1,19,35.106,33.0827,,,,
freecell,probfreecell-4-1.pddl,on,1,19,35.681,33.499,,,,
freecell,probfreecell-4-1.pddl,selector,1,19,55.599,41.2077,off,211090,158209,13.472
freecell,probfreecell-4-2.pddl,off,1,17,17.016,15.1107,,,,
freecell,probfreecell-4-2.pddl,on,1,17,11.979,10.0559,,,,
freecell,probfreecell-4-2.pddl,selector,1,17,23.851,9.97156,on,142579,87322,13.120
freecell,probfreecell-4-3.pddl,off,1,18,20.886,19.0625,,,,
freecell,probfreecell-4-3.pddl,on,1,18,13.798,11.8471,,,,
freecell,probfreecell-4-3.pddl,selector,1,18,37.528,23.5601,off,84248,67734,13.120
freecell,probfreecell-4-4.pddl,off,1,18,14.502,12.6284,,,,
freecell,probfreecell-4-4.pddl,on,1,18,13.036,11.1835,,,,
freecell,probfreecell-4-4.pddl,selector,1,18,25.463,12.3211,off,85351,73701,12.413
freecell,probfreecell-4-5.pddl,off,1,18,13.543,11.641,,,,
freecell,probfreecell-4-5.pddl,on,1,18,12.639,10.6984,,,,
freecell,probfreecell-4-5.pddl,selector,1,18,24.814,11.437,off,75315,60282,12.620
freecell,probfreecell-5-1.pddl,off,0,,1799.894,,,,,
freecell,probfreecell-5-1.pddl,on,0,,1800.061,,,,,
freecell,probfreecell-5-1.pddl,selector,0,,1799.969,,on,336653,192504,13.670
freecell,probfreecell-5-2.pddl,off,1,23,1192.162,1187.32,,,,
freecell,probfreecell-5-2.pddl,on,0,,1799.854,,,,,
freecell,probfreecell-5-2.pddl,selector,1,23,1078.409,1061.94,off,359193,344819,13.725
freecell,probfreecell-5-3.pddl,off,1,24,71.742,69.3467,,,,
freecell,probfreecell-5-3.pddl,on,0,,1799.785,,,,,
freecell,probfreecell-5-3.pddl,selector,1,24,113.622,98.787,off,110405,268074,13.572
freecell,probfreecell-5-4.pddl,off,1,23,862.144,858.327,,,,
freecell,probfreecell-5-4.pddl,on,0,,1799.566,,,,,
freecell,probfreecell-5-4.pddl,selector,1,23,940.788,924.235,off,181370,358812,14.678
freecell,probfreecell-5-5.pddl,off,0,,1799.836,,,,,
freecell,probfreecell-5-5.pddl,on,0,,1799.937,,,,,
freecell,probfreecell-5-5.pddl,selector,0,,1799.392,,on,364766,224152,15.030
freecell,probfreecell-6-1.pddl,off,0,,1799.381,,,,,
freecell,probfreecell-6-1.pddl,on,0,,1799.599,,,,,
freecell,probfreecell-6-1.pddl,selector,0,,1800.077,,off,276471,446152,16.741
freecell,probfreecell-6-2.pddl,off,0,,1799.338,,,,,
freecell,probfreecell-6-2.pddl,on,0,,1800.341,,,,,
freecell,probfreecell-6-2.pddl,selector,0,,1799.934,,off,441508,449563,16.536
freecell,probfreecell-6-3.pddl,off,0,,1799.607,,,,,
freecell,probfreecell-6-3.pddl,on,0,,1799.486,,,,,
freecell,probfreecell-6-3.pddl,selector,0,,1799.736,,off,359553,373215,14.377
freecell,probfreecell-6-4.pddl,off,0,,1800.240,,,,,
freecell,probfreecell-6-4.pddl,on,0,,1799.337,,,,,
freecell,probfreecell-6-4.pddl,selector,0,,1800.203,,off,240034,509132,14.834
freecell,probfreecell-6-5.pddl,off,0,,1800.334,,,,,
freecell,probfreecell-6-5.pddl,on,0,,1800.275,,,,,
freecell,probfreecell-6-5.pddl,selector,0,,1799.624,,off,454625,439759,16.092
freecell,probfreecell-7-1.pddl,off,0,,1800.176,,,,,
freecell,probfreecell-7-1.pddl,on,0,,1799.827,,,,,
freecell,probfreecell-7-1.pddl,selector,0,,1800.140,,off,660602,542515,15.635
freecell,probfreecell-7-2.pddl,off,0,,1799.896,,,,,
freecell,probfreecell-7-2.pddl,on,0,,1799.909,,,,,
freecell,probfreecell-7-2.pddl,selector,0,,1800.251,,off,613841,573670,15.534
freecell,probfreecell-7-3.pddl,off,0,,1799.857,,,,,
freecell,probfreecell-7-3.pddl,on,0,,1799.759,,,,,
freecell,probfreecell-7-3.pddl,selector,0,,1800.465,,off,446135,648954,16.992
freecell,probfreecell-7-4.pddl,off,0,,1799.906,,,,,
freecell,probfreecell-7-4.pddl,on,0,,1799.906,,,,,
freecell,probfreecell-7-4.pddl,selector,0,,1799.936,,off,569444,561054,15.483
freecell,probfreecell-7-5.pddl,off,0,,1800.095,,,,,
freecell,probfreecell-7-5.pddl,on,0,,1799.858,,,,,
freecell,probfreecell-7-5.pddl,selector,0,,1800.356,,off,528037,756119,15.989
freecell,probfreecell-8-1.pddl,off,0,,1800.405,,,,,
freecell,probfreecell-8-1.pddl,on,0,,1799.538,,,,,
freecell,probfreecell-8-1.pddl,selector,0,,1799.840,,off,606961,739091,20.409
freecell,probfreecell-8-2.pddl,off,0,,1799.636,,,,,
freecell,probfreecell-8-2.pddl,on,0,,1800.286,,,,,
freecell,probfreecell-8-2.pddl,selector,0,,1800.307,,off,658838,605434,16.843
freecell,probfreecell-8-3.pddl,off,0,,1800.284,,,,,
freecell,probfreecell-8-3.pddl,on,0,,1799.792,,,,,
freecell,probfreecell-8-3.pddl,selector,0,,1799.689,,off,471883,717736,19.252
freecell,probfreecell-8-4.pddl,off,0,,1800.391,,,,,
freecell,probfreecell-8-4.pddl,on,0,,1799.637,,,,,
freecell,probfreecell-8-4.pddl,selector,0,,1800.069,,off,601877,767318,17.649
freecell,probfreecell-8-5.pddl,off,0,,1799.383,,,,,
freecell,probfreecell-8-5.pddl,on,0,,1800.419,,,,,
freecell,probfreecell-8-5.pddl,selector,0,,1800.439,,off,535127,726278,18.956
freecell,probfreecell-9-1.pddl,off,0,,1799.886,,,,,
freecell,probfreecell-9-1.pddl,on,0,,1799.630,,,,,
freecell,probfreecell-9-1.pddl,selector,0,,1800.082,,off,737846,857502,24.642
freecell,probfreecell-9-2.pddl,off,0,,1799.782,,,,,
freecell,probfreecell-9-2.pddl,on,0,,1799.797,,,,,
freecell,probfreecell-9-2.pddl,selector,0,,1799.430,,off,810504,915637,19.002
freecell,probfreecell-9-3.pddl,off,0,,1800.102,,,,,
freecell,probfreecell-9-3.pddl,on,0,,1800.014,,,,,
freecell,probfreecell-9-3.pddl,selector,0,,1800.283,,off,817251,955564,21.771
freecell,probfreecell-9-4.pddl,off,0,,1799.607,,,,,
freecell,probfreecell-9-4.pddl,on,0,,1799.879,,,,,
freecell,probfreecell-9-4.pddl,selector,0,,1799.654,,off,821014,911765,20.213
freecell,probfreecell-9-5.pddl,off,0,,1799.803,,,,,
freecell,probfreecell-9-5.pddl,on,0,,1799.902,,,,,
freecell,probfreecell-9-5.pddl,selector,0,,1799.966,,off,918368,884572,24.492
ged-opt14-strips,d-1-2.pddl,off,1,1,0.618,0.0132875,,,,
ged-opt14-strips,d-1-2.pddl,on,1,1,0.618,0.012643,,,,
ged-opt14-strips,d-1-2.pddl,selector,1,1,0.618,0.0133966,presolve,,,
ged-opt14-strips,d-1-3.pddl,off,1,4,1.725,0.970239,,,,
ged-opt14-strips,d-1-3.pddl,on,1,4,1.826,0.910986,,,,
ged-opt14-strips,d-1-3.pddl,selector,1,4,1.776,0.809715,presolve,,,
ged-opt14-strips,d-1-4.pddl,off,1,1,0.870,0.0198786,,,,
ged-opt14-strips,d-1-4.pddl,on,1,1,0.618,0.018415,,,,
ged-opt14-strips,d-1-4.pddl,selector,1,1,0.971,0.0206851,presolve,,,
ged-opt14-strips,d-1-8.pddl,off,1,4,5.546,4.49238,,,,
ged-opt14-strips,d-1-8.pddl,on,1,4,2.932,2.13926,,,,
ged-opt14-strips,d-1-8.pddl,selector,1,4,6.302,5.11042,presolve,,,
ged-opt14-strips,d-2-1.pddl,off,1,1,0.719,0.0193798,,,,
ged-opt14-strips,d-2-1.pddl,on,1,1,0.769,0.0202112,,,,
ged-opt14-strips,d-2-1.pddl,selector,1,1,0.669,0.0131226,presolve,,,
ged-opt14-strips,d-2-3.pddl,off,1,3,0.870,0.196601,,,,
ged-opt14-strips,d-2-3.pddl,on,1,3,0.921,0.147155,,,,
ged-opt14-strips,d-2-3.pddl,selector,1,3,0.870,0.126974,presolve,,,
ged-opt14-strips,d-2-4.pddl,off,1,2,0.669,0.0569989,,,,
ged-opt14-strips,d-2-4.pddl,on,1,2,0.618,0.0342732,,,,
ged-opt14-strips,d-2-4.pddl,selector,1,2,0.669,0.0370161,presolve,,,
ged-opt14-strips,d-2-8.pddl,off,1,5,78.149,76.5915,,,,
ged-opt14-strips,d-2-8.pddl,on,1,5,44.131,42.8012,,,,
ged-opt14-strips,d-2-8.pddl,selector,1,5,106.687,92.2434,off,422163,568474,13.071
ged-opt14-strips,d-3-1.pddl,off,1,4,1.373,0.66298,,,,
ged-opt14-strips,d-3-1.pddl,on,1,4,1.624,0.937849,,,,
ged-opt14-strips,d-3-1.pddl,selector,1,4,1.323,0.573949,presolve,,,
ged-opt14-strips,d-3-2.pddl,off,1,3,0.870,0.126212,,,,
ged-opt14-strips,d-3-2.pddl,on,1,3,0.819,0.141722,,,,
ged-opt14-strips,d-3-2.pddl,selector,1,3,1.172,0.199634,presolve,,,
ged-opt14-strips,d-3-4.pddl,off,1,5,10.879,10.032,,,,
ged-opt14-strips,d-3-4.pddl,on,1,5,8.813,7.62477,,,,
ged-opt14-strips,d-3-4.pddl,selector,1,5,9.016,7.94499,presolve,,,
ged-opt14-strips,d-4-2.pddl,off,1,2,0.668,0.0569998,,,,
ged-opt14-strips,d-4-2.pddl,on,1,2,0.769,0.0510001,,,,
ged-opt14-strips,d-4-2.pddl,selector,1,2,1.021,0.062317,presolve,,,
ged-opt14-strips,d-4-3.pddl,off,1,5,12.136,11.0253,,,,
ged-opt14-strips,d-4-3.pddl,on,1,5,8.870,7.87242,,,,
ged-opt14-strips,d-4-3.pddl,selector,1,5,20.790,8.15872,off,132558,100806,11.966
ged-opt14-strips,d-4-8.pddl,off,1,5,84.300,82.5953,,,,
ged-opt14-strips,d-4-8.pddl,on,1,5,55.489,54.0805,,,,
ged-opt14-strips,d-4-8.pddl,selector,1,5,79.680,64.2052,off,422163,568474,14.379
ged-opt14-strips,d-7-5.pddl,off,1,4,4.441,3.59592,,,,
ged-opt14-strips,d-7-5.pddl,on,1,4,3.587,2.69721,,,,
ged-opt14-strips,d-7-5.pddl,selector,1,4,4.591,3.52993,presolve,,,
ged-opt14-strips,d-7-6.pddl,off,1,4,1.976,1.1179,,,,
ged-opt14-strips,d-7-6.pddl,on,1,4,2.178,1.31649,,,,
ged-opt14-strips,d-7-6.pddl,selector,1,4,2.177,1.1368,presolve,,,
ged-opt14-strips,d-8-1.pddl,off,1,4,4.642,3.82419,,,,
ged-opt14-strips,d-8-1.pddl,on,1,4,3.887,2.83389,,,,
ged-opt14-strips,d-8-1.pddl,selector,1,4,4.389,3.53963,presolve,,,
ged-opt14-strips,d-8-2.pddl,off,1,5,74.979,73.0722,,,,
ged-opt14-strips,d-8-2.pddl,on,1,5,60.157,58.7909,,,,
ged-opt14-strips,d-8-2.pddl,selector,1,5,84.056,67.9276,off,422163,568474,15.031
ged-opt14-strips,d-8-4.pddl,off,1,5,64.232,62.8294,,,,
ged-opt14-strips,d-8-4.pddl,on,1,5,57.673,56.1503,,,,
ged-opt14-strips,d-8-4.pddl,selector,1,5,91.469,76.0984,off,422163,568474,13.972
ged-opt14-strips,d-8-9.pddl,off,1,6,793.750,787.219,,,,
ged-opt14-strips,d-8-9.pddl,on,1,6,696.631,690.67,,,,
ged-opt14-strips,d-8-9.pddl,selector,1,6,833.882,814.872,off,422163,568474,12.918
grid,prob01.pddl,off,1,14,2.379,1.41702,,,,
grid,prob01.pddl,on,1,14,61.554,60.6519,,,,
grid,prob01.pddl,selector,1,14,2.579,1.29113,presolve,,,
grid,prob02.pddl,off,1,26,16.352,14.9743,,,,
grid,prob02.pddl,on,1,26,963.030,958.54,,,,
grid,prob02.pddl,selector,1,26,30.142,17.521,off,171070,125005,11.859
grid,prob03.pddl,off,0,,1799.958,,,,,
grid,prob03.pddl,on,0,,1800.159,,,,,
grid,prob03.pddl,selector,0,,1800.196,,on,253241,84216,13.575
grid,prob04.pddl,off,0,,1795.591,,,,,
grid,prob04.pddl,on,0,,1800.092,,,,,
grid,prob04.pddl,selector,0,,1799.670,,on,510464,185682,17.039
grid,prob05.pddl,off,0,,1315.218,,,,,
grid,prob05.pddl,on,0,,1550.585,,,,,
grid,prob05.pddl,selector,0,,1519.552,,on,439462,304482,20.104
gripper,prob01.pddl,off,1,11,0.467,0.00277046,,,,
gripper,prob01.pddl,on,1,11,0.417,0.00326794,,,,
gripper,prob01.pddl,selector,1,11,0.568,0.00300237,presolve,,,
gripper,prob02.pddl,off,1,17,0.518,0.0156907,,,,
gripper,prob02.pddl,on,1,17,0.518,0.0142814,,,,
gripper,prob02.pddl,selector,1,17,0.669,0.0142907,presolve,,,
gripper,prob03.pddl,off,1,23,0.568,0.0380229,,,,
gripper,prob03.pddl,on,1,23,0.618,0.0455731,,,,
gripper,prob03.pddl,selector,1,23,0.668,0.0273013,presolve,,,
gripper,prob04.pddl,off,1,29,0.669,0.0927417,,,,
gripper,prob04.pddl,on,1,29,0.618,0.1021,,,,
gripper,prob04.pddl,selector,1,29,0.719,0.0618502,presolve,,,
gripper,prob05.pddl,off,1,35,0.769,0.21401,,,,
gripper,prob05.pddl,on,1,35,0.618,0.143118,,,,
gripper,prob05.pddl,selector,1,35,0.820,0.165,presolve,,,
gripper,prob06.pddl,off,1,41,0.820,0.29743,,,,
gripper,prob06.pddl,on,1,41,0.819,0.302117,,,,
gripper,prob06.pddl,selector,1,41,1.121,0.449956,presolve,,,
gripper,prob07.pddl,off,1,47,1.323,0.78109,,,,
gripper,prob07.pddl,on,1,47,1.272,0.750932,,,,
gripper,prob07.pddl,selector,1,47,1.523,0.83718,presolve,,,
gripper,prob08.pddl,off,1,53,1.473,0.944116,,,,
gripper,prob08.pddl,on,1,53,1.523,0.948825,,,,
gripper,prob08.pddl,selector,1,53,1.272,0.710138,presolve,,,
gripper,prob09.pddl,off,1,59,2.379,1.80466,,,,
gripper,prob09.pddl,on,1,59,1.624,1.17642,,,,
gripper,prob09.pddl,selector,1,59,1.825,1.24514,presolve,,,
gripper,prob10.pddl,off,1,65,3.234,2.60423,,,,
gripper,prob10.pddl,on,1,65,2.730,2.20464,,,,
gripper,prob10.pddl,selector,1,65,2.982,2.30315,presolve,,,
gripper,prob11.pddl,off,1,71,4.894,4.22875,,,,
gripper,prob11.pddl,on,1,71,3.081,2.56943,,,,
gripper,prob11.pddl,selector,1,71,3.284,2.57183,presolve,,,
gripper,prob12.pddl,off,1,77,4.440,3.8353,,,,
gripper,prob12.pddl,on,1,77,5.548,5.05317,,,,
gripper,prob12.pddl,selector,1,77,6.653,5.9313,presolve,,,
gripper,prob13.pddl,off,1,83,6.803,6.29765,,,,
gripper,prob13.pddl,on,1,83,6.855,6.36644,,,,
gripper,prob13.pddl,selector,1,83,7.611,6.85598,presolve,,,
gripper,prob14.pddl,off,1,89,9.673,8.96948,,,,
gripper,prob14.pddl,on,1,89,4.191,3.66495,,,,
gripper,prob14.pddl,selector,1,89,23.750,10.8386,off,9719,8878,12.311
gripper,prob15.pddl,off,1,95,11.283,10.5329,,,,
gripper,prob15.pddl,on,1,95,12.083,11.4706,,,,
gripper,prob15.pddl,selector,1,95,26.117,14.7563,off,11750,10700,10.859
gripper,prob16.pddl,off,1,101,7.108,6.56611,,,,
gripper,prob16.pddl,on,1,101,12.534,11.9714,,,,
gripper,prob16.pddl,selector,1,101,33.654,21.912,off,12891,11557,11.155
gripper,prob17.pddl,off,1,107,20.285,19.7059,,,,
gripper,prob17.pddl,on,1,107,8.865,8.20183,,,,
gripper,prob17.pddl,selector,1,107,30.680,19.1753,off,14069,12650,10.955
gripper,prob18.pddl,off,1,113,26.525,25.9533,,,,
gripper,prob18.pddl,on,1,113,9.219,8.54561,,,,
gripper,prob18.pddl,selector,1,113,34.828,23.3364,off,15303,14049,10.959
gripper,prob19.pddl,off,1,119,16.202,15.4804,,,,
gripper,prob19.pddl,on,1,119,34.723,34.0175,,,,
gripper,prob19.pddl,selector,1,119,27.173,15.629,off,16578,15002,11.010
gripper,prob20.pddl,off,1,125,16.909,16.3256,,,,
gripper,prob20.pddl,on,1,125,33.958,33.2873,,,,
gripper,prob20.pddl,selector,1,125,27.621,15.9662,off,17897,16254,11.161
hiking-opt14-strips,ptesting-1-2-3.pddl,off,1,11,0.467,0.00386934,,,,
hiking-opt14-strips,ptesting-1-2-3.pddl,on,1,11,0.518,0.00580886,,,,
hiking-opt14-strips,ptesting-1-2-3.pddl,selector,1,11,0.719,0.0057741,presolve,,,
hiking-opt14-strips,ptesting-1-2-4.pddl,off,1,17,0.568,0.0169756,,,,
hiking-opt14-strips,ptesting-1-2-4.pddl,on,1,17,0.568,0.0168709,,,,
hiking-opt14-strips,ptesting-1-2-4.pddl,selector,1,17,0.669,0.0099325,presolve,,,
hiking-opt14-strips,ptesting-1-2-5.pddl,off,1,25,0.467,0.0340801,,,,
hiking-opt14-strips,ptesting-1-2-5.pddl,on,1,25,0.568,0.0582417,,,,
hiking-opt14-strips,ptesting-1-2-5.pddl,selector,1,25,0.769,0.0579339,presolve,,,
hiking-opt14-strips,ptesting-1-2-7.pddl,off,1,38,0.769,0.148436,,,,
hiking-opt14-strips,ptesting-1-2-7.pddl,on,1,38,0.819,0.203521,,,,
hiking-opt14-strips,ptesting-1-2-7.pddl,selector,1,38,0.971,0.225018,presolve,,,
hiking-opt14-strips,ptesting-1-2-8.pddl,off,1,45,1.121,0.378,,,,
hiking-opt14-strips,ptesting-1-2-8.pddl,on,1,45,1.020,0.371381,,,,
hiking-opt14-strips,ptesting-1-2-8.pddl,selector,1,45,1.121,0.332194,presolve,,,
hiking-opt14-strips,ptesting-2-2-3.pddl,off,1,10,0.769,0.0571306,,,,
hiking-opt14-strips,ptesting-2-2-3.pddl,on,1,10,0.769,0.0839991,,,,
hiking-opt14-strips,ptesting-2-2-3.pddl,selector,1,10,0.920,0.0838403,presolve,,,
hiking-opt14-strips,ptesting-2-2-4.pddl,off,1,16,1.977,1.12744,,,,
hiking-opt14-strips,ptesting-2-2-4.pddl,on,1,16,1.272,0.63614,,,,
hiking-opt14-strips,ptesting-2-2-4.pddl,selector,1,16,1.876,0.899393,presolve,,,
hiking-opt14-strips,ptesting-2-2-5.pddl,off,1,22,10.525,9.79479,,,,
hiking-opt14-strips,ptesting-2-2-5.pddl,on,1,22,15.005,13.9906,,,,
hiking-opt14-strips,ptesting-2-2-5.pddl,selector,1,22,26.019,14.1908,off,10287,10287,11.258
hiking-opt14-strips,ptesting-2-2-6.pddl,off,1,30,75.586,74.3373,,,,
hiking-opt14-strips,ptesting-2-2-6.pddl,on,1,30,78.600,77.3258,,,,
hiking-opt14-strips,ptesting-2-2-6.pddl,selector,1,30,106.304,94.6699,off,16331,16331,11.106
hiking-opt14-strips,ptesting-2-2-7.pddl,off,1,34,335.473,333.695,,,,
hiking-opt14-strips,ptesting-2-2-7.pddl,on,1,34,314.373,312.951,,,,
hiking-opt14-strips,ptesting-2-2-7.pddl,selector,1,34,414.290,401.528,off,24702,24702,11.959
hiking-opt14-strips,ptesting-2-2-8.pddl,off,1,42,1332.174,1330.07,,,,
hiking-opt14-strips,ptesting-2-2-8.pddl,on,1,42,1461.055,1458.79,,,,
hiking-opt14-strips,ptesting-2-2-8.pddl,selector,1,42,1408.481,1394.65,off,33396,33396,12.420
hiking-opt14-strips,ptesting-2-3-4.pddl,off,1,17,3.436,2.71601,,,,
hiking-opt14-strips,ptesting-2-3-4.pddl,on,1,17,4.693,3.88972,,,,
hiking-opt14-strips,ptesting-2-3-4.pddl,selector,1,17,4.943,3.82165,presolve,,,
hiking-opt14-strips,ptesting-2-3-5.pddl,off,1,24,84.423,83.4996,,,,
hiking-opt14-strips,ptesting-2-3-5.pddl,on,1,24,71.342,70.2068,,,,
hiking-opt14-strips,ptesting-2-3-5.pddl,selector,1,24,82.106,70.4261,off,12616,12616,11.110
hiking-opt14-strips,ptesting-2-3-6.pddl,off,1,28,773.253,771.81,,,,
hiking-opt14-strips,ptesting-2-3-6.pddl,on,1,28,800.149,798.681,,,,
hiking-opt14-strips,ptesting-2-3-6.pddl,selector,1,28,828.816,816.572,off,19309,19309,11.412
hiking-opt14-strips,ptesting-2-3-7.pddl,off,0,,1799.645,,,,,
hiking-opt14-strips,ptesting-2-3-7.pddl,on,0,,1800.149,,,,,
hiking-opt14-strips,ptesting-2-3-7.pddl,selector,0,,1799.277,,off,28009,28009,12.057
hiking-opt14-strips,ptesting-2-4-3.pddl,off,1,10,0.970,0.203948,,,,
hiking-opt14-strips,ptesting-2-4-3.pddl,on,1,10,1.121,0.260096,,,,
hiking-opt14-strips,ptesting-2-4-3.pddl,selector,1,10,1.222,0.203294,presolve,,,
hiking-opt14-strips,ptesting-2-4-4.pddl,off,1,17,4.640,3.39392,,,,
hiking-opt14-strips,ptesting-2-4-4.pddl,on,1,17,5.295,4.36579,,,,
hiking-opt14-strips,ptesting-2-4-4.pddl,selector,1,17,5.498,4.21581,presolve,,,
hiking-opt14-strips,ptesting-2-4-5.pddl,off,1,23,122.263,120.71,,,,
hiking-opt14-strips,ptesting-2-4-5.pddl,on,1,23,118.423,116.924,,,,
hiking-opt14-strips,ptesting-2-4-5.pddl,selector,1,23,100.040,88.1719,off,8645,8645,11.308
hiking-opt14-strips,ptesting-2-4-6.pddl,off,1,30,1363.164,1361.37,,,,
hiking-opt14-strips,ptesting-2-4-6.pddl,on,1,30,1383.216,1381.39,,,,
hiking-opt14-strips,ptesting-2-4-6.pddl,selector,1,30,1378.535,1365.1,off,12673,12673,12.466
hiking-opt14-strips,ptesting-2-4-7.pddl,off,0,,1800.123,,,,,
hiking-opt14-strips,ptesting-2-4-7.pddl,on,0,,1799.465,,,,,
hiking-opt14-strips,ptesting-2-4-7.pddl,selector,0,,1799.433,,off,17600,17600,12.167
logistics00,probLOGISTICS-10-0.pddl,off,1,45,487.182,486.496,,,,
logistics00,probLOGISTICS-10-0.pddl,on,1,45,424.107,423.392,,,,
logistics00,probLOGISTICS-10-0.pddl,selector,1,45,450.910,439.396,off,5948,5948,10.809
logistics00,probLOGISTICS-10-1.pddl,off,1,42,101.228,100.515,,,,
logistics00,probLOGISTICS-10-1.pddl,on,1,42,102.052,101.456,,,,
logistics00,probLOGISTICS-10-1.pddl,selector,1,42,132.348,120.799,off,5948,5948,10.898
logistics00,probLOGISTICS-11-0.pddl,off,1,48,768.662,767.924,,,,
logistics00,probLOGISTICS-11-0.pddl,on,1,48,804.504,803.788,,,,
logistics00,probLOGISTICS-11-0.pddl,selector,1,48,794.894,783.206,off,7035,7035,10.907
logistics00,probLOGISTICS-11-1.pddl,off,0,,1799.257,,,,,
logistics00,probLOGISTICS-11-1.pddl,on,0,,1799.235,,,,,
logistics00,probLOGISTICS-11-1.pddl,selector,0,,1799.948,,off,7035,7035,10.755
logistics00,probLOGISTICS-12-0.pddl,off,1,42,514.428,513.723,,,,
logistics00,probLOGISTICS-12-0.pddl,on,1,42,502.006,501.234,,,,
logistics00,probLOGISTICS-12-0.pddl,selector,1,42,528.597,516.995,off,7250,7250,10.908
logistics00,probLOGISTICS-12-1.pddl,off,0,,1799.273,,,,,
logistics00,probLOGISTICS-12-1.pddl,on,0,,1799.322,,,,,
