domain,problem,config,solved,cost,search_time,mutex_nodes,sas_vars,co_edges,tr_nodes,fw_expanded,bw_expanded,fw_closed_nodes,bw_closed_nodes,peak_bdd_nodes,final_bdd_nodes,fw_steps,bw_steps,fw_truncated,bw_truncated
scanalyzer-opt11-strips,p17.pddl,tr-select,0,,,,,,,,,,,,,,,,
scanalyzer-opt11-strips,p17.pddl,symk,0,,,,28,,,,,,,,,,,,
scanalyzer-opt11-strips,p18.pddl,causal,0,,,816942,32,,698526,,,,,,,,,,
scanalyzer-opt11-strips,p18.pddl,comb-w,0,,,721182,32,1920,729042,,,,,,,,,,
scanalyzer-opt11-strips,p18.pddl,tr-select,0,,,,,,,,,,,,,,,,
scanalyzer-opt11-strips,p18.pddl,symk,0,,,,32,,,,,,,,,,,,
scanalyzer-opt11-strips,p19.pddl,causal,0,,,1229647,36,,1323407,,,,,,,,,,
scanalyzer-opt11-strips,p19.pddl,comb-w,0,,,1282571,36,2754,1338571,,,,,,,,,,
scanalyzer-opt11-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
scanalyzer-opt11-strips,p19.pddl,symk,0,,,,36,,,,,,,,,,,,
scanalyzer-opt11-strips,p20.pddl,causal,0,,,99683,24,,108503919,,,,,,,,,,
scanalyzer-opt11-strips,p20.pddl,comb-w,0,,,603373,24,792,99881747,,,,,,,,,,
scanalyzer-opt11-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
scanalyzer-opt11-strips,p20.pddl,symk,0,,,,24,,,,,,,,,,,,
snake-opt18-strips,p01.pddl,causal,0,,,165807,123,,8480719,,,,,,,,,,
snake-opt18-strips,p01.pddl,comb-w,1,24,117.59,110512,123,1156,1704057,214519,2.78883e+35,1928176,30,27669628,5171132,24,0,0,0
snake-opt18-strips,p01.pddl,tr-select,1,24,78.0562,,,,,,,,,,,,,,
snake-opt18-strips,p01.pddl,symk,1,24,271.378,,123,,,,,,,,,,,,
snake-opt18-strips,p02.pddl,causal,0,,,344260,127,,8036386,,,,,,,,,,
snake-opt18-strips,p02.pddl,comb-w,0,,,331796,127,867,3618500,,,,,,,,,,
snake-opt18-strips,p02.pddl,tr-select,1,32,192.997,,,,,,,,,,,,,,
snake-opt18-strips,p02.pddl,symk,0,,,,127,,,,,,,,,,,,
snake-opt18-strips,p03.pddl,causal,0,,,318136,130,,7879101,,,,,,,,,,
snake-opt18-strips,p03.pddl,comb-w,0,,,393161,130,930,3230066,,,,,,,,,,
snake-opt18-strips,p03.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p03.pddl,symk,0,,,,130,,,,,,,,,,,,
snake-opt18-strips,p04.pddl,causal,1,12,84.5274,243491,116,,8607017,2378,1.01412e+35,93844,19,24549462,9291933,12,0,0,0
snake-opt18-strips,p04.pddl,comb-w,1,12,84.8863,195374,116,731,4370743,2378,1.01412e+35,52249,19,18283580,4928429,12,0,0,0
snake-opt18-strips,p04.pddl,tr-select,1,12,59.7841,,,,,,,,,,,,,,
snake-opt18-strips,p04.pddl,symk,1,12,103.863,,116,,,,,,,,,,,,
snake-opt18-strips,p05.pddl,causal,1,17,110.784,261749,119,,8074233,23989,1.77471e+35,805906,25,21214676,9824096,17,0,0,0
snake-opt18-strips,p05.pddl,comb-w,1,17,124.411,198835,119,755,3574602,23989,1.77471e+35,301450,25,20807920,4564828,17,0,0,0
snake-opt18-strips,p05.pddl,tr-select,1,17,60.2481,,,,,,,,,,,,,,
snake-opt18-strips,p05.pddl,symk,1,17,129.641,,119,,,,,,,,,,,,
snake-opt18-strips,p06.pddl,causal,0,,,150383,150,,10832077,,,,,,,,,,
snake-opt18-strips,p06.pddl,comb-w,0,,,417219,150,1019,4433127,,,,,,,,,,
snake-opt18-strips,p06.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p06.pddl,symk,0,,,,150,,,,,,,,,,,,
snake-opt18-strips,p07.pddl,causal,0,,,397885,154,,11566150,,,,,,,,,,
snake-opt18-strips,p07.pddl,comb-w,0,,,373943,154,1079,4100582,,,,,,,,,,
snake-opt18-strips,p07.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p07.pddl,symk,0,,,,154,,,,,,,,,,,,
snake-opt18-strips,p08.pddl,causal,0,,,375101,159,,9875535,,,,,,,,,,
snake-opt18-strips,p08.pddl,comb-w,0,,,421731,159,1211,3554931,,,,,,,,,,
snake-opt18-strips,p08.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p08.pddl,symk,0,,,,159,,,,,,,,,,,,
snake-opt18-strips,p09.pddl,causal,1,20,214.653,356450,141,,9732149,59957,1.83752e+42,1439968,21,26615946,13109627,20,0,0,0
snake-opt18-strips,p09.pddl,comb-w,1,20,128.257,241667,141,884,3637616,59957,1.83752e+42,526667,21,19987254,5082192,20,0,0,0
snake-opt18-strips,p09.pddl,tr-select,1,20,149.307,,,,,,,,,,,,,,
snake-opt18-strips,p09.pddl,symk,1,20,131.3,,141,,,,,,,,,,,,
snake-opt18-strips,p10.pddl,causal,0,,,351852,145,,5850652,,,,,,,,,,
snake-opt18-strips,p10.pddl,comb-w,0,,,311114,145,930,3587550,,,,,,,,,,
snake-opt18-strips,p10.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p10.pddl,symk,0,,,,145,,,,,,,,,,,,
snake-opt18-strips,p11.pddl,causal,0,,,441336,176,,7410914,,,,,,,,,,
snake-opt18-strips,p11.pddl,comb-w,0,,,405528,176,1158,4563161,,,,,,,,,,
snake-opt18-strips,p11.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p11.pddl,symk,0,,,,176,,,,,,,,,,,,
snake-opt18-strips,p12.pddl,causal,0,,,353218,182,,6804398,,,,,,,,,,
snake-opt18-strips,p12.pddl,comb-w,0,,,393721,182,1258,4705964,,,,,,,,,,
snake-opt18-strips,p12.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p12.pddl,symk,0,,,,182,,,,,,,,,,,,
snake-opt18-strips,p13.pddl,causal,0,,,425547,187,,7002419,,,,,,,,,,
snake-opt18-strips,p13.pddl,comb-w,0,,,367396,187,1382,3355376,,,,,,,,,,
snake-opt18-strips,p13.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p13.pddl,symk,0,,,,187,,,,,,,,,,,,
snake-opt18-strips,p14.pddl,causal,0,,,1181430,193,,6182353,,,,,,,,,,
snake-opt18-strips,p14.pddl,comb-w,0,,,476374,193,1555,5772127,,,,,,,,,,
snake-opt18-strips,p14.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p14.pddl,symk,0,,,,193,,,,,,,,,,,,
snake-opt18-strips,p15.pddl,causal,0,,,298258,171,,6501530,,,,,,,,,,
snake-opt18-strips,p15.pddl,comb-w,0,,,248451,171,1088,4437692,,,,,,,,,,
snake-opt18-strips,p15.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p15.pddl,symk,0,,,,171,,,,,,,,,,,,
snake-opt18-strips,p16.pddl,causal,0,,,436876,208,,6621524,,,,,,,,,,
snake-opt18-strips,p16.pddl,comb-w,0,,,376507,208,1408,8048756,,,,,,,,,,
snake-opt18-strips,p16.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p16.pddl,symk,0,,,,208,,,,,,,,,,,,
snake-opt18-strips,p17.pddl,causal,0,,,370173,214,,7576073,,,,,,,,,,
snake-opt18-strips,p17.pddl,comb-w,0,,,486542,214,1533,7370537,,,,,,,,,,
snake-opt18-strips,p17.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p17.pddl,symk,0,,,,214,,,,,,,,,,,,
snake-opt18-strips,p18.pddl,causal,0,,,738228,220,,8128730,,,,,,,,,,
snake-opt18-strips,p18.pddl,comb-w,0,,,646072,220,1698,5510457,,,,,,,,,,
snake-opt18-strips,p18.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p18.pddl,symk,0,,,,220,,,,,,,,,,,,
snake-opt18-strips,p19.pddl,causal,0,,,435073,227,,6480263,,,,,,,,,,
snake-opt18-strips,p19.pddl,comb-w,0,,,681926,227,1957,6391062,,,,,,,,,,
snake-opt18-strips,p19.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p19.pddl,symk,0,,,,227,,,,,,,,,,,,
snake-opt18-strips,p20.pddl,causal,0,,,325158,201,,6955574,,,,,,,,,,
snake-opt18-strips,p20.pddl,comb-w,0,,,385428,201,1296,6873892,,,,,,,,,,
snake-opt18-strips,p20.pddl,tr-select,0,,,,,,,,,,,,,,,,
snake-opt18-strips,p20.pddl,symk,0,,,,201,,,,,,,,,,,,
sokoban-opt08-strips,p01.pddl,causal,1,11,0.0515486,1826,28,,2157,235,9.45396e+09,1021,14,77672,11478,152,1,0,0
sokoban-opt08-strips,p01.pddl,comb-w,1,11,0.0557967,2042,28,618,2178,235,9.45396e+09,932,14,75628,12868,152,1,0,0
sokoban-opt08-strips,p01.pddl,tr-select,1,11,0.058598,,,,,,,,,,,,,,
sokoban-opt08-strips,p01.pddl,symk,1,11,0.0731744,,28,,,,,,,,,,,,
sokoban-opt08-strips,p02.pddl,causal,1,9,0.0469521,1623,24,,2213,326,7.17226e+08,995,46,69496,11373,110,3,0,0
sokoban-opt08-strips,p02.pddl,comb-w,1,9,0.0511318,1290,24,460,2342,379,7.17226e+08,936,12,71540,12061,120,1,0,0
sokoban-opt08-strips,p02.pddl,tr-select,1,9,0.0516978,,,,,,,,,,,,,,
sokoban-opt08-strips,p02.pddl,symk,1,9,0.0559166,,24,,,,,,,,,,,,
sokoban-opt08-strips,p03.pddl,causal,1,10,0.0293368,741,21,,1156,164,2.09715e+07,495,6,33726,5827,176,1,0,0
sokoban-opt08-strips,p03.pddl,comb-w,1,10,0.0321103,946,21,252,1271,164,2.09715e+07,330,6,31682,5436,176,1,0,0
sokoban-opt08-strips,p03.pddl,tr-select,1,10,0.0286213,,,,,,,,,,,,,,
sokoban-opt08-strips,p03.pddl,symk,1,10,0.0320675,,21,,,,,,,,,,,,
sokoban-opt08-strips,p04.pddl,causal,1,29,1.46666,24502,35,,5846,5038,2.06244e+13,14406,38222,1105804,251691,338,554,0,0
sokoban-opt08-strips,p04.pddl,comb-w,1,29,0.855429,42303,35,695,6670,8329,2.06244e+13,9998,20149,714378,184195,384,496,0,0
sokoban-opt08-strips,p04.pddl,tr-select,1,29,1.44125,,,,,,,,,,,,,,
sokoban-opt08-strips,p04.pddl,symk,1,29,1.88193,,35,,,,,,,,,,,,
sokoban-opt08-strips,p05.pddl,causal,1,8,48.7697,536550,53,,29283,95352,1.06253e+22,377798,635451,9503578,3313717,150,28,0,0
sokoban-opt08-strips,p05.pddl,comb-w,1,8,153.679,565089,53,1758,37519,474648,1.06253e+22,649066,13,15039752,4739903,206,0,0,0
sokoban-opt08-strips,p05.pddl,tr-select,1,8,34.1964,,,,,,,,,,,,,,
sokoban-opt08-strips,p05.pddl,symk,1,8,156.224,,53,,,,,,,,,,,,
sokoban-opt08-strips,p06.pddl,causal,1,9,0.14065,41005,24,,4062,538,1.62438e+09,2832,21,198268,59530,132,1,0,0
sokoban-opt08-strips,p06.pddl,comb-w,1,9,0.123393,19598,24,281,4883,538,1.62438e+09,2057,21,157388,36778,132,1,0,0
sokoban-opt08-strips,p06.pddl,tr-select,1,9,0.13303,,,,,,,,,,,,,,
sokoban-opt08-strips,p06.pddl,symk,1,9,0.120026,,24,,,,,,,,,,,,
sokoban-opt08-strips,p07.pddl,causal,1,15,1.36957,99021,53,,11484,18309,1.68387e+19,15245,22766,1463504,307892,458,120,0,0
sokoban-opt08-strips,p07.pddl,comb-w,1,15,11.2538,42267,53,2143,16684,41389,1.68387e+19,50146,23,6270992,1715865,626,1,0,0
sokoban-opt08-strips,p07.pddl,tr-select,1,15,1.84669,,,,,,,,,,,,,,
sokoban-opt08-strips,p07.pddl,symk,1,15,1.63758,,53,,,,,,,,,,,,
sokoban-opt08-strips,p08.pddl,causal,1,31,26.3014,156477,39,,12082,102433,3.38151e+15,233902,538906,11066216,2642867,370,356,0,0
sokoban-opt08-strips,p08.pddl,comb-w,1,31,16.7179,159925,39,816,15915,150632,3.38151e+15,178444,342937,9218440,2432216,394,322,0,0
sokoban-opt08-strips,p08.pddl,tr-select,1,31,23.7279,,,,,,,,,,,,,,
sokoban-opt08-strips,p08.pddl,symk,1,31,28.902,,39,,,,,,,,,,,,
sokoban-opt08-strips,p09.pddl,causal,1,19,2.9111,115384,42,,10559,12494,1.43506e+16,41002,32351,2018450,396326,450,83,0,0
sokoban-opt08-strips,p09.pddl,comb-w,1,19,5.99882,134800,42,1080,14080,24359,1.43506e+16,48198,27,2637782,572547,568,1,0,0
sokoban-opt08-strips,p09.pddl,tr-select,1,19,2.8351,,,,,,,,,,,,,,
sokoban-opt08-strips,p09.pddl,symk,1,19,2.58193,,42,,,,,,,,,,,,
sokoban-opt08-strips,p10.pddl,causal,1,30,1.2212,59416,36,,5764,3576,4.71104e+13,8816,37107,962724,236554,222,452,0,0
sokoban-opt08-strips,p10.pddl,comb-w,1,30,1.21211,100582,36,967,7821,15036,4.71104e+13,21293,17249,1117046,299433,496,118,0,0
sokoban-opt08-strips,p10.pddl,tr-select,1,30,1.18088,,,,,,,,,,,,,,
sokoban-opt08-strips,p10.pddl,symk,1,30,1.21245,,36,,,,,,,,,,,,
sokoban-opt08-strips,p11.pddl,causal,1,35,10.5119,60087,71,,13072,50668,3.08798e+24,35527,70341,6102362,1196749,910,1740,0,0
sokoban-opt08-strips,p11.pddl,comb-w,1,35,50.8522,30472,71,2712,15775,193125,3.08798e+24,76953,22,15336132,1571337,2188,0,0,0
sokoban-opt08-strips,p11.pddl,tr-select,1,35,10.6249,,,,,,,,,,,,,,
sokoban-opt08-strips,p11.pddl,symk,1,35,7.65097,,71,,,,,,,,,,,,
sokoban-opt08-strips,p12.pddl,causal,1,32,5.81812,83626,43,,15172,23754,4.87859e+16,99473,46762,4124792,626905,626,196,0,0
sokoban-opt08-strips,p12.pddl,comb-w,1,32,8.55154,100906,43,1097,17214,60562,4.87859e+16,94330,30,5505514,938762,890,1,0,0
sokoban-opt08-strips,p12.pddl,tr-select,1,32,3.8103,,,,,,,,,,,,,,
sokoban-opt08-strips,p12.pddl,symk,1,32,4.91242,,43,,,,,,,,,,,,
sokoban-opt08-strips,p13.pddl,causal,1,20,6.68883,86006,34,,11676,35240,7.00625e+13,83425,147263,3981712,822636,176,164,0,0
sokoban-opt08-strips,p13.pddl,comb-w,1,20,10.8503,153276,34,599,13763,31284,7.00625e+13,85225,153604,4583670,884841,172,166,0,0
sokoban-opt08-strips,p13.pddl,tr-select,1,20,12.896,,,,,,,,,,,,,,
sokoban-opt08-strips,p13.pddl,symk,1,20,11.2295,,34,,,,,,,,,,,,
sokoban-opt08-strips,p14.pddl,causal,1,29,0.586575,88698,37,,6217,1330,7.07703e+13,5177,14137,591738,161722,242,297,0,0
sokoban-opt08-strips,p14.pddl,comb-w,1,29,1.05534,65673,37,827,8626,6977,7.07703e+13,12572,20,706202,188899,554,1,0,0
sokoban-opt08-strips,p14.pddl,tr-select,1,29,0.648338,,,,,,,,,,,,,,
sokoban-opt08-strips,p14.pddl,symk,1,29,0.90555,,37,,,,,,,,,,,,
sokoban-opt08-strips,p15.pddl,causal,1,76,779.732,67546,53,,30487,6.70007e+06,4.00825e+20,1768024,23,30893016,22560088,3010,0,0,0
sokoban-opt08-strips,p15.pddl,comb-w,1,76,200.224,204212,53,1424,25486,1.65397e+06,4.00825e+20,445742,1728621,17230920,12709161,1922,1158,0,0
sokoban-opt08-strips,p15.pddl,tr-select,1,76,175.502,,,,,,,,,,,,,,
sokoban-opt08-strips,p15.pddl,symk,1,76,634.553,,53,,,,,,,,,,,,
sokoban-opt08-strips,p16.pddl,causal,1,50,16.5003,112886,49,,15840,186484,1.96263e+18,117157,24,5429886,906799,1562,1,0,0
sokoban-opt08-strips,p16.pddl,comb-w,1,50,17.5645,117355,49,1569,14235,15267,1.96263e+18,32786,125510,8030876,1408410,492,1754,0,0
sokoban-opt08-strips,p16.pddl,tr-select,1,50,18.3186,,,,,,,,,,,,,,
sokoban-opt08-strips,p16.pddl,symk,1,50,18.7081,,49,,,,,,,,,,,,
sokoban-opt08-strips,p17.pddl,causal,1,37,1.87506,75308,44,,8807,8806,2.49838e+16,31292,33114,1729224,315369,448,544,0,0
sokoban-opt08-strips,p17.pddl,comb-w,1,37,2.31865,144821,44,1199,11003,7762,2.49838e+16,14457,27386,1307138,370575,426,570,0,0
sokoban-opt08-strips,p17.pddl,tr-select,1,37,1.79507,,,,,,,,,,,,,,
sokoban-opt08-strips,p17.pddl,symk,1,37,3.26744,,44,,,,,,,,,,,,
sokoban-opt08-strips,p18.pddl,causal,1,49,12.5177,84937,51,,11464,71465,1.9391e+19,116526,97334,4872896,1043882,1346,798,0,0
sokoban-opt08-strips,p18.pddl,comb-w,1,49,11.5048,124178,51,1710,19588,97791,1.9391e+19,52652,26,6134044,1242682,2114,1,0,0
sokoban-opt08-strips,p18.pddl,tr-select,1,49,8.64497,,,,,,,,,,,,,,
sokoban-opt08-strips,p18.pddl,symk,1,49,12.6195,,51,,,,,,,,,,,,
sokoban-opt08-strips,p19.pddl,causal,1,47,27.8162,107949,41,,13552,65679,2.67293e+16,114413,429098,10113712,1975047,594,966,0,0
sokoban-opt08-strips,p19.pddl,comb-w,1,47,32.3335,109654,41,902,16880,65679,2.67293e+16,147351,505182,9775430,2429192,594,966,0,0
sokoban-opt08-strips,p19.pddl,tr-select,1,47,27.9265,,,,,,,,,,,,,,
sokoban-opt08-strips,p19.pddl,symk,1,47,82.8978,,41,,,,,,,,,,,,
sokoban-opt08-strips,p20.pddl,causal,1,2,25.6014,16784,220,,56261,648,6.85583e+68,12725,14,22053738,326879,858,1,0,0
sokoban-opt08-strips,p20.pddl,comb-w,1,2,12.3287,13070,220,64200,58371,648,6.85583e+68,12736,14,19969880,318852,858,1,0,0
sokoban-opt08-strips,p20.pddl,tr-select,1,2,14.1195,,,,,,,,,,,,,,
sokoban-opt08-strips,p20.pddl,symk,1,2,16.4725,,220,,,,,,,,,,,,
sokoban-opt08-strips,p21.pddl,causal,1,10,153.483,1735151,59,,41443,515874,4.35213e+25,2179220,16,21559090,10142838,280,0,0,0
sokoban-opt08-strips,p21.pddl,comb-w,1,10,207.35,1126681,59,2334,68080,515874,4.35213e+25,833455,16,18725084,7837839,280,0,0,0
sokoban-opt08-strips,p21.pddl,tr-select,1,10,131.623,,,,,,,,,,,,,,
sokoban-opt08-strips,p21.pddl,symk,1,10,158.176,,59,,,,,,,,,,,,
sokoban-opt08-strips,p22.pddl,causal,1,44,112.081,89622,47,,28096,544680,2.03142e+18,445432,611508,11627294,5495035,990,688,0,0
sokoban-opt08-strips,p22.pddl,comb-w,1,44,699.696,93848,47,1229,20626,3.88702e+06,2.03142e+18,734294,30,22354206,16781350,1804,0,0,0
sokoban-opt08-strips,p22.pddl,tr-select,1,44,658.176,,,,,,,,,,,,,,
sokoban-opt08-strips,p22.pddl,symk,1,44,337.63,,47,,,,,,,,,,,,
sokoban-opt08-strips,p23.pddl,causal,1,31,142.783,224390,35,,15213,633344,5.7171e+14,481581,801932,16647358,6285528,630,192,0,0
sokoban-opt08-strips,p23.pddl,comb-w,1,31,241.364,59373,35,711,21542,779512,5.7171e+14,595918,1129945,18902912,9383893,660,162,0,0
sokoban-opt08-strips,p23.pddl,tr-select,1,31,85.0727,,,,,,,,,,,,,,
sokoban-opt08-strips,p23.pddl,symk,1,31,72.4191,,35,,,,,,,,,,,,
sokoban-opt08-strips,p24.pddl,causal,1,50,90.7084,177146,45,,16119,403112,1.44633e+18,317313,802155,15937068,5019681,1370,500,0,0
sokoban-opt08-strips,p24.pddl,comb-w,1,50,74.172,172051,45,1249,22415,484975,1.44633e+18,597303,777556,10656394,5020249,1456,420,0,0
sokoban-opt08-strips,p24.pddl,tr-select,1,50,83.9853,,,,,,,,,,,,,,
sokoban-opt08-strips,p24.pddl,symk,1,50,212.539,,45,,,,,,,,,,,,
sokoban-opt08-strips,p25.pddl,causal,1,39,1528.46,253402,44,,28676,1.70812e+07,1.46089e+18,6468409,32,77656670,63072378,1596,0,0,0
sokoban-opt08-strips,p25.pddl,comb-w,1,39,193.991,148698,44,1190,23532,829096,1.46089e+18,953739,1884457,15796032,10242693,892,472,0,0
sokoban-opt08-strips,p25.pddl,tr-select,1,39,189.14,,,,,,,,,,,,,,
sokoban-opt08-strips,p25.pddl,symk,1,39,385.697,,44,,,,,,,,,,,,
sokoban-opt08-strips,p26.pddl,causal,1,33,443.558,242818,45,,32158,719013,1.44633e+18,944090,2798805,27448876,18670050,616,582,0,0
sokoban-opt08-strips,p26.pddl,comb-w,1,33,250.222,134919,45,1207,22842,1.08948e+06,1.44633e+18,782826,1833557,21041958,14044937,660,538,0,0
sokoban-opt08-strips,p26.pddl,tr-select,1,33,201.13,,,,,,,,,,,,,,
sokoban-opt08-strips,p26.pddl,symk,1,33,811.166,,45,,,,,,,,,,,,
sokoban-opt08-strips,p27.pddl,causal,0,,,202860,50,,47791,,,,,,,,,,
sokoban-opt08-strips,p27.pddl,comb-w,1,23,1332.62,412385,50,1563,37965,7.86529e+06,2.99969e+21,10324433,1476369,54595240,45416608,826,128,0,0
sokoban-opt08-strips,p27.pddl,tr-select,1,23,1343.61,,,,,,,,,,,,,,
sokoban-opt08-strips,p27.pddl,symk,0,,,,50,,,,,,,,,,,,
sokoban-opt08-strips,p28.pddl,causal,0,,,246786,52,,27635,,,,,,,,,,
sokoban-opt08-strips,p28.pddl,comb-w,0,,,192460,52,1371,55871,,,,,,,,,,
sokoban-opt08-strips,p28.pddl,tr-select,0,,,,,,,,,,,,,,,,
sokoban-opt08-strips,p28.pddl,symk,0,,,,52,,,,,,,,,,,,
sokoban-opt08-strips,p29.pddl,causal,0,,,6487525,73,,1075063,,,,,,,,,,
sokoban-opt08-strips,p29.pddl,comb-w,0,,,2552583,73,4350,202859,,,,,,,,,,
sokoban-opt08-strips,p29.pddl,tr-select,0,,,,,,,,,,,,,,,,
sokoban-opt08-strips,p29.pddl,symk,0,,,,73,,,,,,,,,,,,
sokoban-opt08-strips,p30.pddl,causal,0,,,5143781,70,,1275860,,,,,,,,,,
sokoban-opt08-strips,p30.pddl,comb-w,0,,,5941337,70,5783,246984,,,,,,,,,,
sokoban-opt08-strips,p30.pddl,tr-select,0,,,,,,,,,,,,,,,,
sokoban-opt08-strips,p30.pddl,symk,0,,,,70,,,,,,,,,,,,
sokoban-opt11-strips,p01.pddl,causal,1,9,0.111221,41005,24,,4062,538,1.62438e+09,2832,21,198268,59530,132,1,0,0
sokoban-opt11-strips,p01.pddl,comb-w,1,9,0.0964883,19598,24,281,4883,538,1.62438e+09,2057,21,157388,36778,132,1,0,0
sokoban-opt11-strips,p01.pddl,tr-select,1,9,0.10579,,,,,,,,,,,,,,
sokoban-opt11-strips,p01.pddl,symk,1,9,0.102277,,24,,,,,,,,,,,,
sokoban-opt11-strips,p02.pddl,causal,1,37,1.57983,75308,44,,8807,8806,2.49838e+16,31292,33114,1729224,315369,448,544,0,0
sokoban-opt11-strips,p02.pddl,comb-w,1,37,1.02608,144821,44,1199,11003,7762,2.49838e+16,14457,27386,1307138,370575,426,570,0,0
sokoban-opt11-strips,p02.pddl,tr-select,1,37,1.71113,,,,,,,,,,,,,,
sokoban-opt11-strips,p02.pddl,symk,1,37,2.80885,,44,,,,,,,,,,,,
sokoban-opt11-strips,p03.pddl,causal,1,29,0.42885,88698,37,,6217,1330,7.07703e+13,5177,14137,591738,161722,242,297,0,0
sokoban-opt11-strips,p03.pddl,comb-w,1,29,0.790879,65673,37,827,8626,6977,7.07703e+13,12572,20,706202,188899,554,1,0,0
sokoban-opt11-strips,p03.pddl,tr-select,1,29,0.458852,,,,,,,,,,,,,,
sokoban-opt11-strips,p03.pddl,symk,1,29,0.982755,,37,,,,,,,,,,,,
sokoban-opt11-strips,p04.pddl,causal,1,29,1.15421,24502,35,,5846,5038,2.06244e+13,14406,38222,1105804,251691,338,554,0,0
sokoban-opt11-strips,p04.pddl,comb-w,1,29,0.840199,42303,35,695,6670,8329,2.06244e+13,9998,20149,714378,184195,384,496,0,0
sokoban-opt11-strips,p04.pddl,tr-select,1,29,1.10148,,,,,,,,,,,,,,
sokoban-opt11-strips,p04.pddl,symk,1,29,1.4354,,35,,,,,,,,,,,,
sokoban-opt11-strips,p05.pddl,causal,1,50,11.2814,112886,49,,15840,186484,1.96263e+18,117157,24,5429886,906799,1562,1,0,0
sokoban-opt11-strips,p05.pddl,comb-w,1,50,11.3438,117355,49,1569,14235,15267,1.96263e+18,32786,125510,8030876,1408410,492,1754,0,0
sokoban-opt11-strips,p05.pddl,tr-select,1,50,10.6807,,,,,,,,,,,,,,
sokoban-opt11-strips,p05.pddl,symk,1,50,10.4307,,49,,,,,,,,,,,,
sokoban-opt11-strips,p06.pddl,causal,1,35,7.93698,60087,71,,13072,50668,3.08798e+24,35527,70341,6102362,1196749,910,1740,0,0
sokoban-opt11-strips,p06.pddl,comb-w,1,35,29.784,30472,71,2712,15775,193125,3.08798e+24,76953,22,15336132,1571337,2188,0,0,0
sokoban-opt11-strips,p06.pddl,tr-select,1,35,7.89371,,,,,,,,,,,,,,
sokoban-opt11-strips,p06.pddl,symk,1,35,5.43462,,71,,,,,,,,,,,,
sokoban-opt11-strips,p07.pddl,causal,1,30,1.29398,59416,36,,5764,3576,4.71104e+13,8816,37107,962724,236554,222,452,0,0
sokoban-opt11-strips,p07.pddl,comb-w,1,30,1.67961,100582,36,967,7821,15036,4.71104e+13,21293,17249,1117046,299433,496,118,0,0
sokoban-opt11-strips,p07.pddl,tr-select,1,30,0.894002,,,,,,,,,,,,,,
sokoban-opt11-strips,p07.pddl,symk,1,30,0.847182,,36,,,,,,,,,,,,
sokoban-opt11-strips,p08.pddl,causal,1,19,2.10241,115384,42,,10559,12494,1.43506e+16,41002,32351,2018450,396326,450,83,0,0
sokoban-opt11-strips,p08.pddl,comb-w,1,19,7.92532,134800,42,1080,14080,24359,1.43506e+16,48198,27,2637782,572547,568,1,0,0
sokoban-opt11-strips,p08.pddl,tr-select,1,19,3.51613,,,,,,,,,,,,,,
sokoban-opt11-strips,p08.pddl,symk,1,19,1.82888,,42,,,,,,,,,,,,
sokoban-opt11-strips,p09.pddl,causal,1,15,1.04704,99021,53,,11484,18309,1.68387e+19,15245,22766,1463504,307892,458,120,0,0
sokoban-opt11-strips,p09.pddl,comb-w,1,15,13.5535,42267,53,2143,16684,41389,1.68387e+19,50146,23,6270992,1715865,626,1,0,0
sokoban-opt11-strips,p09.pddl,tr-select,1,15,1.08128,,,,,,,,,,,,,,
sokoban-opt11-strips,p09.pddl,symk,1,15,1.29012,,53,,,,,,,,,,,,
sokoban-opt11-strips,p10.pddl,causal,1,8,30.0524,536550,53,,29283,95352,1.06253e+22,377798,635451,9503578,3313717,150,28,0,0
sokoban-opt11-strips,p10.pddl,comb-w,1,8,103.966,565089,53,1758,37519,474648,1.06253e+22,649066,13,16051532,4739903,206,0,0,0
sokoban-opt11-strips,p10.pddl,tr-select,1,8,20.9496,,,,,,,,,,,,,,
sokoban-opt11-strips,p10.pddl,symk,1,8,88.8912,,53,,,,,,,,,,,,
sokoban-opt11-strips,p11.pddl,causal,1,20,6.02214,86006,34,,11676,35240,7.00625e+13,83425,147263,3981712,822636,176,164,0,0
sokoban-opt11-strips,p11.pddl,comb-w,1,20,4.87225,153276,34,599,13763,31284,7.00625e+13,85225,153604,4583670,884841,172,166,0,0
